73
0.40548,971.42,277.74,6.3546,0,0.13971,0,0,0,4.3789,0
0.47549,963.12,277.3,6.1939,0,0.13821,0,0,0,4.4714,0
0.56417,952.66,276.72,5.9801,0,0.13579,0,0,0,4.5804,0
0.67571,939.64,275.94,5.7399,0,0.13197,0,0,0,4.7014,0
0.81494,923.63,275.5,5.4988,0,0.12625,0,0,0,4.8374,0
0.98759,904.15,276.19,5.7487,0,0.11876,0,1.2501e-05,0,5.0403,0
1.1994,880.87,276.21,5.9707,0.028474,0.1084,0,0.00040616,0,5.1973,0
1.4551,853.52,275.82,5.8188,0.065185,0.090311,0,0.0037539,9.3774e-06,4.941,0
1.7584,822.12,274.86,5.4514,0.10137,0.06048,0,0.018608,0.00012123,3.8816,0
2.1111,786.9,273.4,4.9313,0.12105,0.02076,0,0.084301,0.00058249,1.7359,0
2.5133,748.37,271.93,4.4549,0.064638,0.00013426,1.076e-05,0.097765,0.0039207,0.022442,0.21249
2.9625,707.3,269.93,3.8279,0,8.9848e-09,2.0059e-05,0.056553,0.00041766,1.3476e-06,0.29592
3.4547,664.51,267.21,3.0138,0,0,1.4549e-06,0.021874,0.00013838,0,0.059028
3.9887,620.5,263.81,2.2042,0,0,0,0.008701,3.2728e-05,0,0
4.567,575.51,259.83,1.5754,0,0,0,0.0044719,2.3443e-05,0,0
5.1924,529.81,255.44,1.0715,0,0,0,2.3196e-06,1.1011e-07,0,0
5.868,483.73,250.75,0.65759,0,0,0,6.0186e-06,0,0,0
6.5968,437.65,245.66,0.25938,0,0,0,0,0,0,0
7.3536,393.44,239.77,0.098284,0,0,0,0,0,0,0
8.102,353.16,233.65,0.034213,0,0,0,0,0,0,0
8.8338,316.92,228.29,0.023685,0,0,0,0,0,0,0
9.553,284.33,224.53,0.014838,0,0,0,0,0,0,0
10.264,255.02,221.69,0.015154,0,0,0,0,0,0,0
10.97,228.65,220.55,0.008892,0,0,0,0,0,0,0
11.674,204.95,219.07,0.0046625,0,0,0,0,0,0,0
12.377,183.67,219.06,0.0015532,0,0,0,0,0,0,0
13.083,164.59,220.57,6.9404e-05,0,0,0,0,0,0,0
13.794,147.49,222.19,1.4132e-05,0,0,0,0,0,0,0
14.509,132.16,223.33,0.00013657,0,0,0,0,0,0,0
15.226,118.43,223.67,0.00020143,0,0,0,0,0,0,0
15.943,106.13,222.9,0.00019001,0,0,0,0,0,0,0
16.656,95.1,221.51,0.00020243,0,0,0,0,0,0,0
17.366,85.218,220.58,0.00024274,0,0,0,0,0,0,0
18.072,76.363,219.63,0.00026245,0,0,0,0,0,0,0
18.776,68.429,218.81,0.00025867,0,0,0,0,0,0,0
19.479,61.319,219.2,0.00021744,0,0,0,0,0,0,0
20.182,54.948,218.91,0.00017448,0,0,0,0,0,0,0
20.884,49.239,218.98,0.00014664,0,0,0,0,0,0,0
21.587,44.123,218.99,0.00012667,0,0,0,0,0,0,0
22.292,39.538,219.84,9.6264e-05,0,0,0,0,0,0,0
22.999,35.43,220.84,6.9946e-05,0,0,0,0,0,0,0
23.709,31.748,221.58,6.2813e-05,0,0,0,0,0,0,0
24.421,28.449,222.25,6.0027e-05,0,0,0,0,0,0,0
25.136,25.493,223.04,4.7675e-05,0,0,0,0,0,0,0
25.852,22.844,223.67,3.8226e-05,0,0,0,0,0,0,0
26.571,20.47,224.35,4.2986e-05,0,0,0,0,0,0,0
27.293,18.343,225.24,5.2205e-05,0,0,0,0,0,0,0
28.017,16.437,226.26,6.1909e-05,0,0,0,0,0,0,0
28.745,14.729,227.52,7.2091e-05,0,0,0,0,0,0,0
29.478,13.199,228.7,8.2667e-05,0,0,0,0,0,0,0
30.213,11.827,229.7,9.3559e-05,0,0,0,0,0,0,0
30.952,10.598,230.87,0.00010364,0,0,0,0,0,0,0
31.696,9.497,232.57,0.00010926,0,0,0,0,0,0,0
32.446,8.5101,234.6,0.00010748,0,0,0,0,0,0,0
33.202,7.6259,236.56,0.00010073,0,0,0,0,0,0,0
33.964,6.8335,238.44,8.9807e-05,0,0,0,0,0,0,0
34.733,6.1234,240.85,6.8548e-05,0,0,0,0,0,0,0
35.512,5.4872,244.45,3.8059e-05,0,0,0,0,0,0,0
36.303,4.917,248.66,2.1055e-05,0,0,0,0,0,0,0
37.106,4.4061,251.88,1.9146e-05,0,0,0,0,0,0,0
37.917,3.9483,253.45,1.8546e-05,0,0,0,0,0,0,0
38.731,3.538,254.1,1.5312e-05,0,0,0,0,0,0,0
39.548,3.1704,254.87,1.0509e-05,0,0,0,0,0,0,0
40.368,2.841,256.23,5.7959e-06,0,0,0,0,0,0,0
41.194,2.5458,258.33,4.1319e-06,0,0,0,0,0,0,0
42.026,2.2813,260.69,6.0573e-06,0,0,0,0,0,0,0
42.866,2.0443,262.9,8.5041e-06,0,0,0,0,0,0,0
43.713,1.8319,264.65,8.7459e-06,0,0,0,0,0,0,0
44.563,1.6418,265.55,7.3553e-06,0,0,0,0,0,0,0
45.416,1.471,266.04,5.9364e-06,0,0,0,0,0,0,0
46.27,1.3177,266.21,5.1519e-06,0,0,0,0,0,0,0
47.125,1.1805,266.66,4.63e-06,0,0,0,0,0,0,0
47.988,1.0578,270.83,3.9503e-06,0,0,0,0,0,0,0
