 25,0.10000000E+00,0.59583333E+00,0.10916667E+01,0.15875000E+01,0.20833333E+01,0.25791667E+01,0.30750000E+01,0.35708333E+01,0.40666667E+01,0.45625000E+01,0.50583333E+01,0.55541667E+01,0.60500000E+01,0.65458333E+01,0.70416667E+01,0.75375000E+01,0.80333333E+01,0.85291667E+01,0.90250000E+01,0.95208333E+01,0.10016667E+02,0.10512500E+02,0.11008333E+02,0.11504167E+02,0.12000000E+02                                                                                                                           
 0.10000000E+00,0.73597138E+01,0.73597138E+01,0.73597139E+01,0.73597139E+01,0.73597140E+01,0.73597143E+01,0.73597157E+01,0.73597223E+01,0.73597613E+01,0.73601527E+01,0.73574819E+01,0.73522460E+01,0.73475742E+01,0.68558884E+01,0.51235975E+01,0.48041673E+01,0.33249683E+01,0.31849265E+01,0.31604717E+01,0.35158355E+01,0.39214361E+01,0.39748148E+01,0.43408411E+01,0.47012751E+01,0.48221227E+01                                                                                                               
 0.22083333E+00,0.73597138E+01,0.73597138E+01,0.73597139E+01,0.73597139E+01,0.73597140E+01,0.73597146E+01,0.73597173E+01,0.73597337E+01,0.73598238E+01,0.73601177E+01,0.73579007E+01,0.73528715E+01,0.72874910E+01,0.68639667E+01,0.54349540E+01,0.46236932E+01,0.33547613E+01,0.32081210E+01,0.32054543E+01,0.35115677E+01,0.38413299E+01,0.40461747E+01,0.43464780E+01,0.46587898E+01,0.48476187E+01                                                                                                               
 0.34166667E+00,0.73597138E+01,0.73597138E+01,0.73597139E+01,0.73597139E+01,0.73597141E+01,0.73597147E+01,0.73597181E+01,0.73597395E+01,0.73598886E+01,0.73599717E+01,0.73580566E+01,0.73529776E+01,0.72345974E+01,0.68195753E+01,0.55468237E+01,0.44678748E+01,0.34504853E+01,0.32166251E+01,0.32420998E+01,0.35051718E+01,0.38063949E+01,0.40761577E+01,0.43547991E+01,0.46253956E+01,0.48552050E+01                                                                                                               
 0.46250000E+00,0.73597138E+01,0.73597138E+01,0.73597139E+01,0.73597139E+01,0.73597141E+01,0.73597151E+01,0.73597201E+01,0.73597518E+01,0.73599172E+01,0.73598119E+01,0.73578454E+01,0.73446213E+01,0.72029639E+01,0.67231844E+01,0.55786206E+01,0.44221928E+01,0.35359883E+01,0.32334250E+01,0.32682432E+01,0.35053487E+01,0.37957234E+01,0.40817635E+01,0.43554046E+01,0.46150154E+01,0.48554187E+01                                                                                                               
 0.58333333E+00,0.73597138E+01,0.73597138E+01,0.73597139E+01,0.73597139E+01,0.73597142E+01,0.73597155E+01,0.73597231E+01,0.73597735E+01,0.73599038E+01,0.73596131E+01,0.73575200E+01,0.73287690E+01,0.71596271E+01,0.66259166E+01,0.55669649E+01,0.44314944E+01,0.36043943E+01,0.32719021E+01,0.32928699E+01,0.35089132E+01,0.37921074E+01,0.40798018E+01,0.43532797E+01,0.46104989E+01,0.48537053E+01                                                                                                               
 0.70416667E+00,0.73597138E+01,0.73597138E+01,0.73597139E+01,0.73597140E+01,0.73597144E+01,0.73597166E+01,0.73597301E+01,0.73597943E+01,0.73598642E+01,0.73593565E+01,0.73536887E+01,0.73100905E+01,0.71014398E+01,0.65325319E+01,0.55362826E+01,0.44593996E+01,0.36738271E+01,0.33231979E+01,0.33202907E+01,0.35169086E+01,0.37901735E+01,0.40762476E+01,0.43493102E+01,0.46070770E+01,0.48515273E+01                                                                                                               
 0.82500000E+00,0.73597138E+01,0.73597139E+01,0.73597139E+01,0.73597140E+01,0.73597146E+01,0.73597181E+01,0.73597413E+01,0.73598012E+01,0.73597768E+01,0.73590665E+01,0.73467639E+01,0.72799538E+01,0.70338494E+01,0.64425411E+01,0.55011784E+01,0.44930237E+01,0.37444036E+01,0.33832727E+01,0.33553782E+01,0.35281692E+01,0.37898895E+01,0.40715566E+01,0.43447966E+01,0.46038597E+01,0.48480726E+01                                                                                                               
 0.94583333E+00,0.73597138E+01,0.73597139E+01,0.73597139E+01,0.73597142E+01,0.73597153E+01,0.73597223E+01,0.73597529E+01,0.73597960E+01,0.73596425E+01,0.73567592E+01,0.73374871E+01,0.72412737E+01,0.69572443E+01,0.63563099E+01,0.54666264E+01,0.45283972E+01,0.38160212E+01,0.34514677E+01,0.33965303E+01,0.35435497E+01,0.37914390E+01,0.40673630E+01,0.43401392E+01,0.45989542E+01,0.48444154E+01                                                                                                               
 0.10666667E+01,0.73597139E+01,0.73597139E+01,0.73597140E+01,0.73597143E+01,0.73597162E+01,0.73597289E+01,0.73597580E+01,0.73597582E+01,0.73594755E+01,0.73527937E+01,0.73194406E+01,0.71960461E+01,0.68766776E+01,0.62746461E+01,0.54341977E+01,0.45632180E+01,0.38893882E+01,0.35230088E+01,0.34430930E+01,0.35658839E+01,0.37950532E+01,0.40637364E+01,0.43346104E+01,0.45939844E+01,0.48404227E+01                                                                                                               
 0.11875000E+01,0.73597139E+01,0.73597139E+01,0.73597141E+01,0.73597148E+01,0.73597190E+01,0.73597360E+01,0.73597581E+01,0.73596868E+01,0.73579514E+01,0.73473936E+01,0.72949251E+01,0.71420790E+01,0.67952644E+01,0.61981743E+01,0.54063362E+01,0.45968950E+01,0.39614247E+01,0.35971210E+01,0.34967712E+01,0.35926059E+01,0.38020222E+01,0.40614815E+01,0.43289240E+01,0.45887846E+01,0.48354301E+01                                                                                                               
