 73
 0.40548000,   971.42000000,   299.78997000, 0.63546000E+01, 0.00000000E+00, 0.23058499E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 0.47549000,   963.12000000,   299.36991000, 0.61939000E+01, 0.00000000E+00, 0.24869909E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 0.56417000,   952.66000000,   298.83783000, 0.59801000E+01, 0.00000000E+00, 0.27191338E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 0.67571000,   939.64000000,   298.16859000, 0.57399000E+01, 0.00000000E+00, 0.30341588E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 0.81494000,   923.63000000,   297.33321000, 0.54988000E+01, 0.00000000E+00, 0.34651556E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 0.98759000,   904.15000000,   296.29731000, 0.57487000E+01, 0.00000000E+00, 0.40595225E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 1.19940000,   880.87000000,   295.02645000, 0.59707000E+01, 0.00000000E+00, 0.48821154E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 1.45510000,   853.52000000,   293.49225000, 0.58188000E+01, 0.00000000E+00, 0.60160956E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 1.75840000,   822.12000000,   291.67245000, 0.54514000E+01, 0.00000000E+00, 0.75580549E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 2.11110000,   786.90000000,   289.55625000, 0.49313000E+01, 0.00000000E+00, 0.95991473E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 2.51330000,   748.37000000,   287.14305000, 0.44549000E+01, 0.00000000E+00, 0.12182375E+01, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 2.96250000,   707.30000000,   284.44785000, 0.38279000E+01, 0.71268849E-01, 0.15233576E+01, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 3.45470000,   664.51000000,   281.49465000, 0.30138000E+01, 0.32072553E+00, 0.18492531E+01, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 3.98870000,   620.50000000,   278.29065000, 0.22042000E+01, 0.70906455E+00, 0.19942320E+01, 0.54694710E-01, 0.76913969E-01, 0.76913969E-01
 4.56700000,   575.51000000,   274.82085000, 0.15754000E+01, 0.10622714E+01, 0.15036193E+01, 0.59950750E+00, 0.42429415E+00, 0.42429415E+00
 5.19240000,   529.81000000,   271.06845000, 0.10715000E+01, 0.10411672E+01, 0.77954872E+00, 0.21473401E+01, 0.80388443E+00, 0.80388443E+00
 5.86800000,   483.73000000,   267.01485000, 0.65759000E+00, 0.00000000E+00, 0.00000000E+00, 0.51760089E+01, 0.11007909E+01, 0.11007909E+01
 6.59680000,   437.65000000,   262.64205000, 0.25938000E+00, 0.00000000E+00, 0.00000000E+00, 0.67678482E+01, 0.90369767E+00, 0.90369767E+00
 7.35360000,   393.44000000,   258.10125000, 0.98284000E-01, 0.00000000E+00, 0.00000000E+00, 0.68307150E+01, 0.65321096E+00, 0.65321096E+00
 8.10200000,   353.16000000,   253.61085000, 0.34213000E-01, 0.00000000E+00, 0.00000000E+00, 0.52530357E+01, 0.41783439E+00, 0.41783439E+00
 8.83380000,   316.92000000,   249.22005000, 0.23685000E-01, 0.00000000E+00, 0.00000000E+00, 0.31122692E+01, 0.23906035E+00, 0.23906035E+00
 9.55300000,   284.33000000,   244.90485000, 0.14838000E-01, 0.00000000E+00, 0.00000000E+00, 0.14388566E+01, 0.12302729E+00, 0.12302729E+00
 10.26400000,   255.02000000,   240.63885000, 0.15154000E-01, 0.00000000E+00, 0.00000000E+00, 0.52265152E+00, 0.57030387E-01, 0.57030387E-01
 10.97000000,   228.65000000,   236.40285000, 0.88920000E-02, 0.00000000E+00, 0.00000000E+00, 0.10528835E+00, 0.15572846E-01, 0.15572846E-01
 11.67400000,   204.95000000,   232.17885000, 0.46625000E-02, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 12.37700000,   183.67000000,   227.96085000, 0.15532000E-02, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 13.08300000,   164.59000000,   223.72485000, 0.69404000E-04, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
 13.79400000,   147.49000000,   219.45885000, 0.14132000E-04, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
